FIPS,County_Equivalent,POP_ESTIMATE_2018.x,pop.density.percentile,case.rate,case.rate.percentile,response,percent_race,race
40005,Atoka,13838,0.220633934,5.058534,0.350095481,0,0.731969938,white
39135,Preble,40997,0.702299565,4.951582,0.343730108,0,0.969753884,white
46071,Jackson,3307,0.038222498,3.326278,0.212603437,0,0.411853644,white
34003,Bergen,936692,0.991298943,22.19939959,0.877148313,1,0.730386296,white
27147,Steele,36803,0.666563083,9.45575089,0.58529599,0,0.93503247,white
28007,Attala,18365,0.342137974,28.42363191,0.930617441,1,0.551647155,white
38057,Mercer,8267,0.152579242,3.507923,0.226925525,0,0.94423612,white
13095,Dougherty,91243,0.849906774,29.52555265,0.936028008,1,0.26329691,white
27041,Douglas,37964,0.558110628,3.793067116,0.248249523,0,0.973369508,white
40019,Carter,48177,0.564014916,7.015796,0.470401018,0,0.749631567,white
42039,Crawford,85063,0.673710379,1.692863,0.080521961,0,0.958125154,white
28089,Madison,105630,0.756370416,22.92909211,0.885423297,1,0.575868598,white
54025,Greenbrier,34786,0.409571162,2.673489,0.155315086,0,0.942390617,white
18077,Jefferson,32208,0.680546924,5.060854446,0.350732018,0,0.951751118,white
26049,Genesee,406892,0.922622747,8.965524021,0.566518141,0,0.753774957,white
51099,King George,26575,0.753262896,5.418627,0.379694462,0,0.778476011,white
27057,Hubbard,21332,0.296457427,1.546971686,0.069700827,0,0.940793175,white
26141,Presque Isle,12738,0.27688005,1.570105197,0.071928708,0,0.966635265,white
